TikTok URL,YouTube URL,Published At,TikTok Description,Current Page,Scraped At
https://www.tiktok.com/@johnvandivier/video/7230653197868764462,https://www.youtube.com/watch?v=_wUGy5wozp0,05-07-2023 | 11:47 PM,UI new framework per week? Nah just #reactjs #webdeveloper #websitedevelopment,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230638348593909035,https://www.youtube.com/watch?v=ASs_qzZEAOU,05-07-2023 | 10:49 PM,bing is still biased #openai #dataanalysis #digitalart,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230627728389672238,https://www.youtube.com/watch?v=xX6P3GXCpcs,05-07-2023 | 10:08 PM,Better than GPT-4 no 🧢 #promptengineering #tech,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230597536640257323,https://www.youtube.com/watch?v=baxBCvXk_DI,05-07-2023 | 08:11 PM,That guy is underrated imho #learning #education #burnout #studyhacks,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230448219451395370,https://www.youtube.com/watch?v=ZCJrtjKfyG8,05-07-2023 | 10:32 AM,engineer layoffs have been relatively small #tech #linkedin #programadores #webdevelopment #corporatemillennial,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230440449926892846,https://www.youtube.com/watch?v=31NwOdIWdzc,05-07-2023 | 10:02 AM,🥔 #codingmemes #programming #interviewtips #jobinterview,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230244307578637614,https://www.youtube.com/watch?v=Q3gDAH8R-xo,05-06-2023 | 09:20 PM,developer soft skills 🐐 fr #communication #education #tech #learning #software,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230176868874423595,https://www.youtube.com/watch?v=Fe5R0hsjaaI,05-06-2023 | 04:59 PM,you can use ladderly together w a bootcamp btw #codingbootcamp #programming #softwareengineer #greenscreensticker,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230138383559855403,https://www.youtube.com/watch?v=7LuPZfnBkJA,05-06-2023 | 02:29 PM,Next > Deno when first learning to code #coding #ladderly #learntocode #career #webdevelopment #digitalplanning #careertiktok #laidoff #resumetips,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230107738003574059,https://www.youtube.com/watch?v=_PAcet20R0Q,05-06-2023 | 12:30 PM,how a sr picks an application starter #programming #coding #webdeveloper #typescript #javascript,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229859631861108014,https://www.youtube.com/watch?v=eyHXSxiXggU,05-05-2023 | 08:27 PM,Vandivier is the best ❤️ ❤️ if ur into books and traveling check out her acct. In fact she’s traveling rn so i miss her 😭 #lol #wifey #ily #grammar #greenscreensticker,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229756204602625326,https://www.youtube.com/watch?v=lK1e2Mxj_vU,05-05-2023 | 01:46 PM,Focus on your situation over macro conditions #careeradvice #breakintotech #jobs,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229722148510731566,https://www.youtube.com/watch?v=Vw3xz3sF8tM,05-05-2023 | 11:34 AM,I smell BIAS #bing #ai #budgeting #sexism #racism #artificialintelligence,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229552857287036206,https://www.youtube.com/watch?v=K5dWlDH2oM4,05-05-2023 | 12:37 AM,Scraping 👮‍♀️ police watch out!! #datascience #dataanalysis #programming,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229527527931399467,https://www.youtube.com/watch?v=jP96dQ0j7DE,05-04-2023 | 10:59 PM,"Thank you, self #lol #iykyk #codinglife",2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229505319871810859,https://www.youtube.com/watch?v=hT-_RXkNKNA,05-04-2023 | 09:33 PM,TypeScript >>> #iykyk #softwareengineer #programminghumor,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229461398202486058,https://www.youtube.com/watch?v=QDAZoE9pYj8,05-04-2023 | 06:42 PM,“For growth and advancement” that’s it 🔑 #careeradvice #interviews #interviewtips,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229420927967120682,https://www.youtube.com/watch?v=2XaOdF1S5Yk,05-04-2023 | 04:05 PM,Molly wins the internet today #hilarious #memes #coding,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229323247542603050,https://www.youtube.com/watch?v=y7JwfOMiGy8,05-04-2023 | 09:46 AM,Gray magic or 🧙‍♂️ grey 🪄 magic? Bragg #careeradvice #breakintotech #jobsearch #resumehack,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229287717828398382,https://www.youtube.com/watch?v=3K0h2ITWWVk,05-04-2023 | 07:29 AM,U can get a coding job just dont ask a crazy amount #jobsearch #careeradvice #tech,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229174462309125422,https://www.youtube.com/watch?v=qPTNA506URY,05-04-2023 | 12:09 AM,Take advantage of upcoming low competition #careeradvice #tech #economy,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229125019916307758,https://www.youtube.com/watch?v=5foA--zpLaA,05-03-2023 | 08:57 PM,Make #Nvidia work on M2 plz #programminghumor #joaquinphoenix,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7229077970286021930,https://www.youtube.com/watch?v=z2d0pyTkMlM,05-03-2023 | 05:54 PM,Let’s 💪 get to work ##motivation##grind##hardwork##results,2,2023-05-14T22:14:54.469Z
https://www.tiktok.com/@johnvandivier/video/7230813225028275499,https://www.youtube.com/watch?v=8xj0QAdfAZ4,05-08-2023 | 10:08 AM,7 ways coding is actually fun #trust #remotework,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230802725582179627,,05-08-2023 | 09:27 AM,#monday #coffee #nofilter #letsgo,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230653197868764462,https://www.youtube.com/watch?v=_wUGy5wozp0,05-07-2023 | 11:47 PM,UI new framework per week? Nah just #reactjs #webdeveloper #websitedevelopment,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230638348593909035,https://www.youtube.com/watch?v=ASs_qzZEAOU,05-07-2023 | 10:49 PM,bing is still biased #openai #dataanalysis #digitalart,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230627728389672238,https://www.youtube.com/watch?v=xX6P3GXCpcs,05-07-2023 | 10:08 PM,Better than GPT-4 no 🧢 #promptengineering #tech,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230597536640257323,https://www.youtube.com/watch?v=baxBCvXk_DI,05-07-2023 | 08:11 PM,That guy is underrated imho #learning #education #burnout #studyhacks,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230448219451395370,https://www.youtube.com/watch?v=ZCJrtjKfyG8,05-07-2023 | 10:32 AM,engineer layoffs have been relatively small #tech #linkedin #programadores #webdevelopment #corporatemillennial,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230440449926892846,https://www.youtube.com/watch?v=31NwOdIWdzc,05-07-2023 | 10:02 AM,🥔 #codingmemes #programming #interviewtips #jobinterview,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230244307578637614,https://www.youtube.com/watch?v=Q3gDAH8R-xo,05-06-2023 | 09:20 PM,developer soft skills 🐐 fr #communication #education #tech #learning #software,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230176868874423595,https://www.youtube.com/watch?v=Fe5R0hsjaaI,05-06-2023 | 04:59 PM,you can use ladderly together w a bootcamp btw #codingbootcamp #programming #softwareengineer #greenscreensticker,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230138383559855403,https://www.youtube.com/watch?v=7LuPZfnBkJA,05-06-2023 | 02:29 PM,Next > Deno when first learning to code #coding #ladderly #learntocode #career #webdevelopment #digitalplanning #careertiktok #laidoff #resumetips,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7230107738003574059,https://www.youtube.com/watch?v=_PAcet20R0Q,05-06-2023 | 12:30 PM,how a sr picks an application starter #programming #coding #webdeveloper #typescript #javascript,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229859631861108014,https://www.youtube.com/watch?v=eyHXSxiXggU,05-05-2023 | 08:27 PM,Vandivier is the best ❤️ ❤️ if ur into books and traveling check out her acct. In fact she’s traveling rn so i miss her 😭 #lol #wifey #ily #grammar #greenscreensticker,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229756204602625326,https://www.youtube.com/watch?v=lK1e2Mxj_vU,05-05-2023 | 01:46 PM,Focus on your situation over macro conditions #careeradvice #breakintotech #jobs,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229722148510731566,https://www.youtube.com/watch?v=Vw3xz3sF8tM,05-05-2023 | 11:34 AM,I smell BIAS #bing #ai #budgeting #sexism #racism #artificialintelligence,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229552857287036206,https://www.youtube.com/watch?v=K5dWlDH2oM4,05-05-2023 | 12:37 AM,Scraping 👮‍♀️ police watch out!! #datascience #dataanalysis #programming,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229527527931399467,https://www.youtube.com/watch?v=jP96dQ0j7DE,05-04-2023 | 10:59 PM,"Thank you, self #lol #iykyk #codinglife",2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229505319871810859,https://www.youtube.com/watch?v=hT-_RXkNKNA,05-04-2023 | 09:33 PM,TypeScript >>> #iykyk #softwareengineer #programminghumor,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229461398202486058,https://www.youtube.com/watch?v=QDAZoE9pYj8,05-04-2023 | 06:42 PM,“For growth and advancement” that’s it 🔑 #careeradvice #interviews #interviewtips,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229420927967120682,https://www.youtube.com/watch?v=2XaOdF1S5Yk,05-04-2023 | 04:05 PM,Molly wins the internet today #hilarious #memes #coding,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229323247542603050,https://www.youtube.com/watch?v=y7JwfOMiGy8,05-04-2023 | 09:46 AM,Gray magic or 🧙‍♂️ grey 🪄 magic? Bragg #careeradvice #breakintotech #jobsearch #resumehack,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229287717828398382,https://www.youtube.com/watch?v=3K0h2ITWWVk,05-04-2023 | 07:29 AM,U can get a coding job just dont ask a crazy amount #jobsearch #careeradvice #tech,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229174462309125422,https://www.youtube.com/watch?v=qPTNA506URY,05-04-2023 | 12:09 AM,Take advantage of upcoming low competition #careeradvice #tech #economy,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229125019916307758,https://www.youtube.com/watch?v=5foA--zpLaA,05-03-2023 | 08:57 PM,Make #Nvidia work on M2 plz #programminghumor #joaquinphoenix,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229077970286021930,https://www.youtube.com/watch?v=z2d0pyTkMlM,05-03-2023 | 05:54 PM,Let’s 💪 get to work ##motivation##grind##hardwork##results,2,2023-05-14T22:20:55.186Z
https://www.tiktok.com/@johnvandivier/video/7229049279606869294,https://www.youtube.com/watch?v=ZpubbVD-_1c,05-03-2023 | 04:03 PM,🔥 hot honey ☕️ latte #coffee #yum,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7229046345703673131,https://www.youtube.com/watch?v=ELvUuTmu5Dc,05-03-2023 | 03:52 PM,Management lol #programming #projectmanagement #budgeting #tech,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228999765462175018,https://www.youtube.com/watch?v=QWxVESmgVeQ,05-03-2023 | 12:51 PM,They clueless lol #iykyk #programminghumor #coding,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228974546903125294,https://www.youtube.com/watch?v=rFWagdhe44c,05-03-2023 | 11:13 AM,🐍 we love dataclasses #programming #coding #pycon #ladderly,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228811933644836138,https://www.youtube.com/watch?v=12aoOgzfbX4,05-03-2023 | 12:42 AM,Big Tech and Small Business optimize differently #systemdesign #softwareengineer #programming #techinterview,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228807435106962731,https://www.youtube.com/watch?v=jhRSmoKKDXg,05-03-2023 | 12:25 AM,🤖 AI is wild #chatgpt #artificialintelligence #programminghumor,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228791653618781486,https://www.youtube.com/watch?v=89iLqDCjuxo,05-02-2023 | 11:23 PM,Gamification is a 🔑 #productivity #studyhacks #learntocode,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228721146407963946,https://www.youtube.com/watch?v=JS5-LVpJb-M,05-02-2023 | 06:50 PM,Whacha looking at baby?,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228674829258476843,https://www.youtube.com/watch?v=wr5Qxxc9Wm8,05-02-2023 | 03:50 PM,🔑 If it doesnt fail it doesnt pass🔑 #programming #learntocode #software,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228427320296525098,https://www.youtube.com/watch?v=GPdAbZ5MknU,05-01-2023 | 11:50 PM,They heard we like speed apparently #pythonprogramming #coding,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7228424906940386606,https://www.youtube.com/watch?v=Lts3n2sZskk,05-01-2023 | 11:40 PM,Dev containers are pretty cool tbh #programming #pycon #vscode,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7227112951956917550,https://www.youtube.com/watch?v=49ZuEDDX1rc,04-28-2023 | 10:49 AM,#coding #sql #questionsigetasked #programming,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225998271456726318,https://www.youtube.com/watch?v=VDdho19GFpY,04-25-2023 | 10:43 AM,#breakintotech #devops #codingmemes,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225737432543677739,https://www.youtube.com/watch?v=H8c_DAaQIOM,04-24-2023 | 05:51 PM,7225737432543677739,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225716473157782827,https://www.youtube.com/watch?v=VVQ9celpZew,04-24-2023 | 04:30 PM,#programminghumor #softwareengineer #tech,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225699635308891434,https://www.youtube.com/watch?v=LToSTH6qQiI,04-24-2023 | 03:25 PM,Iykyk #promptengineering #ai #ml #chatgpt,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225665762751548715,https://www.youtube.com/watch?v=o5rIcKZEF-M,04-24-2023 | 01:13 PM,"Worked hard, got a win 🙌 #celebration #programming",3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225658834310745390,https://www.youtube.com/watch?v=xbgVVPqFbBs,04-24-2023 | 12:46 PM,#programminghumor,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225498620932427050,https://www.youtube.com/watch?v=4fLclrpAfxc,04-24-2023 | 02:25 AM,#programmerhumor #codingmemes,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225481768537771306,https://www.youtube.com/watch?v=WujClw1EglY,04-24-2023 | 01:20 AM,#webdev #coding #opensource,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225432177809378606,https://www.youtube.com/watch?v=5cWVCb1HfUM,04-23-2023 | 10:07 PM,delete the fda #realprogress #health #nonpartisan #freemarket,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225405094987042094,https://www.youtube.com/watch?v=Zae69W1j8Ko,04-23-2023 | 08:22 PM,I got to add Mastodon too #socialmedia #influencer #coding #livecoding #programming #howto,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225331513766792491,https://www.youtube.com/watch?v=7GKukzbh5dQ,04-23-2023 | 03:36 PM,#tech #bluesky,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225254065188457771,https://www.youtube.com/watch?v=JbZwjfeFfg0,04-23-2023 | 10:36 AM,Bootcamp evaluation #programming #codingbootcamp #dataanalysis #datascience #greenscreensticker,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7225050057790311722,https://www.youtube.com/watch?v=Z1tMCEpQd1g,04-22-2023 | 09:24 PM,Copilot + VS Code tips #vscode #programming #coding #learntocode,3,2023-05-14T22:21:01.113Z
https://www.tiktok.com/@johnvandivier/video/7224949993906425131,https://www.youtube.com/watch?v=zp2S8Vg5lq8,04-22-2023 | 02:56 PM,I’m an equal opportunity consumer of caffeine #programminghumor #codingmemes #codinglife,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224948192528387371,https://www.youtube.com/watch?v=-sp96P5yhWI,04-22-2023 | 02:49 PM,Quick tip on README files #coding #programming,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224909359220788522,https://www.youtube.com/watch?v=rENBAdY0zfU,04-22-2023 | 12:18 PM,#socialnetworking #careerhacks #howto,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224715371176299822,https://www.youtube.com/watch?v=Efpw8B95CiM,04-21-2023 | 11:45 PM,#tech #career #programming #jobsearch,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224703780988734762,https://www.youtube.com/watch?v=OO6cBznpwFQ,04-21-2023 | 11:00 PM,#aws #codinglife #programminghumor,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224666001835560235,https://www.youtube.com/watch?v=UT--knWG6vM,04-21-2023 | 08:34 PM,#PyCon #pythonprogramming #communication,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224492459328425262,https://www.youtube.com/watch?v=fr9kxvAHYW0,04-21-2023 | 09:20 AM,Follow the YT! We love #opensource #education #ai #ml,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224377396076514603,https://www.youtube.com/watch?v=R_6PGyo7j2k,04-21-2023 | 01:54 AM,💰 💰 jr programmers make as much or more than seniors in some industries #career #careerswitch #careerchange #breakintotech,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224318434446773546,https://www.youtube.com/watch?v=UC2l7YGey90,04-20-2023 | 10:05 PM,"btw none of this means unions are necessarily bad, but they don’t help “everyone except the .00001%” #economics #economy #unions #misinformation #equality #rentistoodamnhigh",4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224313000059063594,https://www.youtube.com/watch?v=kPpF4CdGBRc,04-20-2023 | 09:44 PM,#nofilter #utah #pycon,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224307886565084462,https://www.youtube.com/watch?v=jyGBN7_XmDw,04-20-2023 | 09:24 PM,The grammer isn’t pro at all if we’re saying our truth #codinglife #softwareengineer #programmerhumor,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224242089666612526,https://www.youtube.com/watch?v=PguzPVTSBEw,04-20-2023 | 05:09 PM,#codinglife #pythonprogramming #softwareengineer,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7224203281856220459,https://www.youtube.com/watch?v=AzRA7UvZvKo,04-20-2023 | 02:38 PM,"Lavazza, snickerdoodle, and a mountain view === W layover #denver #travel #digitalnomad #codinglife #pythonprogramming #programming #saltlakecity",4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7223958910770646315,https://www.youtube.com/watch?v=w05jEYLwUM8,04-19-2023 | 10:50 PM,u ok? What’s up w this? #jobsearch #typescript #javascript #tech #career #careeradvice,4,2023-05-14T22:21:09.180Z
https://www.tiktok.com/@johnvandivier/video/7223588710967692587,https://www.youtube.com/watch?v=B5tNrOby4KE,04-18-2023 | 10:53 PM,Keep the main thing the main thing #protip #coding #softwareengineer,4,2023-05-14T22:21:09.180Z
